Paper_ID;PreProcessed;Original
0;After the second question automatically advanced, the system told participants that the time had expired.;﻿after the second question automatically advance the system tell participant that the time have expire
0;The system also gave participants feedback that they had only been given two out of three questions because they had taken too long to answer.;﻿the system also give participant feedback that they have only be give two out of three question because they have take too long to answer
0;Participants were then told that because of their slow reaction time and incorrect answers, their score indicated a lower intelligence level than that of most people who had taken the test.;﻿participant be then tell that because of their slow reaction time and incorrect answer their score indicate a lower intelligence level than that of most people who have take the test
0;Summary of Studies manipulating negative emotion Negative emotion influences mouse cursor distance and speed.;﻿summary of study manipulate negative emotion negative emotion influence mouse cursor distance and speed
0;manipulating negative emotion Answer RQ2 in inferring the pres- ence of emotion Mouse cursor distance and speed can infer whether participants received the negative emo- tion manipulation with an 81.7% accuracy rate.;﻿manipulate negative emotion answer rq in infer the presence of emotion mouse cursor distance and speed can infer whether participant receive the negative emotion manipulation with an accuracy rate
0;3 Observational study allowing emotion to vary naturally across tasks Answer RQ2 in inferring the level of emotion.;﻿observational study allow emotion to vary naturally across task answer rq in infer the level of emotion
0;Mouse cursor distance and speed can infer the level of self-reported emotion with an out-of- sample R2 up to .17.;﻿mouse cursor distance and speed can infer the level of self report emotion with an out of sample r up to
0;Following the above steps induced negative emotion in three ways.;﻿follow the above step induce negative emotion in three way
0;First, we implemented a loading delay under time pressure.;﻿first we implement a loading delay under time pressure
0;Loading delays have been shown to induce negative emotion ; moreover, having the timer increment during loading delays in a timed test causes a feeling of being treated unfairly and negative emotion.;﻿loading delay have be show to induce negative emotion moreover have the timer increment during loading delay in a time test cause a feeling of be treat unfairly and negative emotion
0;Second, the questions were unduly difficult and impossible to process during the given time.;﻿second the question be unduly difficult and impossible to process during the give time
0;Finally, parti- cipants were told that they achieved a poor score, even though the score was outside of their control.;﻿finally participant be tell that they achieve a poor score even though the score be outside of their control
0;After the experiment, we debriefed all participants, informing them that the test did not actually assess intelligence, but that it was a task designed to induce negative emotion to examine its influence on mouse cursor movements.;﻿after the experiment we debrief all participant inform them that the test do not actually assess intelligence but that it be a task design to induce negative emotion to examine its influence on mouse cursor movement
0;Baseline condition: As in the negative emotion condition, the instructions of the baseline condition explained to participants that they would take an intelligence test.;﻿baseline condition as in the negative emotion condition the instruction of the baseline condition explain to participant that they would take an intelligence test
0;The delivery of the questions in this condition was similar to the negative- emotion condition, except that we did not implement the negative-emotion-inducing mechanisms (that is, the test was not timed; the sequence of loading messages was not shown; the three questions could easily be answered; and, at the conclu- sion, the system congratulated participants for answering the questions correctly).;﻿the delivery of the question in this condition be similar to the negative emotion condition except that we do not implement the negative emotion inducing mechanism that is the test be not time the sequence of loading message be not show the three question could easily be answer and at the conclusion the system congratulate participant for answer the question correctly
0;Thus, the task was not designed to induce negative emotion.;﻿thus the task be not design to induce negative emotion
0;Follow-up task: Following the manipulation and before the debriefing, all participants engaged in an identical goal- directed task, during which we recorded and analyzed mouse cursor movements.;﻿follow up task follow the manipulation and before the debriefing all participant engage in an identical goal direct task during which we record and analyze mouse cursor movement
0;We added this follow-up task to test the influence of negative emotion (induced by the negative- emotion condition) on mouse movements.;﻿we add this follow up task to test the influence of negative emotion induce by the negative emotion condition on mouse movement
0;By using an iden- tical follow-up task, we can attribute the difference in mouse cursor movements to negative emotion, and not differences in the task.;﻿by use an identical follow up task we can attribute the difference in mouse cursor movement to negative emotion and not difference in the task
0;The task required participants to drag six 4-digit numbers from a box on the left side of the screen to a box on the right side of the screen, and to arrange them in ascending order.;﻿the task require participant to drag six digit number from a box on the left side of the screen to a box on the right side of the screen and to arrange them in ascend order
0;We recruited participants for the experiment from Ama- zon.com’s Mechanical Turk (MTurk).2 We required all participants to have an Amazon Masters certification (awarded to people who have demonstrated quality across a wide variety of tasks), and paid them US$0.40 for a 4-minute task.3 Given that our study focused on mouse cursor movements, we further captured the type of device used, and removed data points from mobile devices.;﻿we recruit participant for the experiment from ama zoncom mechanical turk mturk we require all participant to have an amazon master certification award to people who have demonstrate quality across a wide variety of task and pay them us for a minute task give that our study focus on mouse cursor movement we further capture the type of device use and remove data point from mobile device
0;This resulted in a final sample size of 65 participants.;﻿this result in a final sample size of participant
0;Forty-seven percent of the participants were from the U.S., 44 percent from India, and 9 percent from other locations.;﻿forty seven percent of the participant be from the us percent from india and percent from other location
0;Table 3 presents the sample sizes and demographics of each condition.;﻿table present the sample size and demographic of each condition
0;Using a publicly available JavaScript library (JQuery), the webpage containing the follow-up task captured the mouse cursor’s x/y position and timestamp at a millisecond precision rate while the participants completed the follow-up task.;﻿use a publicly available javascript library jquery the webpage contain the follow up task capture the mouse cursor x y position and timestamp at a millisecond precision rate while the participant complete the follow up task
0;Once 2Using MTurk to recruit participants has been deemed appropriate for random sample populations.;﻿once using mturk to recruit participant have be deem appropriate for random sample population
0;Social scientists are increasingly using MTurk as the diversity of the participant pool is larger than that of typical undergraduate college samples, and the data are as reliable Figure 3.;﻿social scientist be increasingly use mturk as the diversity of the participant pool be larger than that of typical undergraduate college sample and the datum be as reliable figure
0;Sequence of Messages Displayed in the Negative-Emotion Condition Table 3.;﻿sequence of message display in the negative emotion condition table
0;Participant Demographics of Study 1 Table 4.;﻿participant demographic of study table
0;Descriptive Statistics for Study 1 Distance (px) Speed (px/ms) completed, the webpage calculated total distance and average cursor speed.4 As a manipulation check in a post survey, we also assessed pleasure and arousal through the self-assessment manikin (SAM) scale—a nine-point pictorial scale of emotion The manipulation check showed that the participants in the negative-emotion condition reported significantly more nega- tive emotion than did those in the baseline condition (t(63) = 9.162, p < .001), indicating that our manipulations were successful.;﻿descriptive statistic for study distance px speed px ms complete the webpage calculate total distance and average cursor speed as a manipulation check in a post survey we also assess pleasure and arousal through the self assessment manikin sam scale a nine point pictorial scale of emotion the manipulation check show that the participant in the negative emotion condition report significantly more negative emotion than do those in the baseline condition t p indicate that our manipulation be successful
0;No significant difference was observed in arousal between the conditions (t(63) = 1.525, p > .05).;﻿no significant difference be observe in arousal between the condition t p
0;We then conducted a t-test to test the hypothesized relationships between negative emotion and mouse cursor movements and found that participants in the negative-emotion condition had ( ) ( ) ( )( ) ( ) ( )( )d a a a a a as x y y, = ?;﻿we then conduct a t test to test the hypothesize relationship between negative emotion and mouse cursor movement and find that participant in the negative emotion condition have d a a a a a as x y y
0;, 4The data were sent to a server via an AJAX call.;﻿the datum be send to a server via an ajax call
0;The server calculated the cursor distance for each participant using the Euclidean distance between two x/y positions ai and ai + 1: significantly greater cursor distance (t(63) = 2.774, p < .01, ?2 = .109) and slower mouse cursor speed (t(63) = 2.257, p < .05, ?2 = .091) than did participants in the baseline condition.;﻿the server calculate the cursor distance for each participant use the euclidean distance between two x y position ai and ai significantly greater cursor distance t p and slower mouse cursor speed t p than do participant in the baseline condition
0;Thus, our results support both hypotheses H1 and H2 (see Table 4 for the summary statistics).;﻿thus our result support both hypothesis h and h see table for the summary statistic
0;In Study 2, we answered RQ2: Can the tracking and analysis of mouse cursor distance and speed be used to infer negative emotion?;﻿in study we answer rq can the tracking and analysis of mouse cursor distance and speed be use to infer negative emotion
0;In a realistic e-commerce scenario, we manipulated negative emotion in a single factor experimental design (negative emotion condition versus baseline condition); we then specified a model to infer whether participants were in the negative emotion condition (a dichotomous outcome) based on mouse cursor distance and speed.;﻿in a realistic e commerce scenario we manipulate negative emotion in a single factor experimental design negative emotion condition versus baseline condition we then specify a model to infer whether participant be in the negative emotion condition a dichotomous outcome base on mouse cursor distance and speed
0;Procedure and Manipulation We asked participants to complete a goal-directed task on an e-commerce website.;﻿procedure and manipulation we ask participant to complete a goal direct task on an e commerce website
0;The website was developed for this experiment to ensure no one had previous experience with it.;﻿the website be develop for this experiment to ensure no one have previous experience with it
0;Before interacting with the website, a system gave parti- cipants the following instructions: After clicking next, you will be directed to a computer store website.;﻿before interact with the website a system give participant the follow instruction after click next you will be direct to a computer store website
0;Your task is to navigate the website and pretend to purchase the following product: J.;﻿your task be to navigate the website and pretend to purchase the following product j
0;Crew Abingdon Laptop Bag for a 17 inch laptop Please write down these details so you remember what product to find.;﻿crew abingdon laptop bag for a inch laptop please write down these detail so you remember what product to find
0;After clicking on purchase, you will be guided to a survey.;﻿after click on purchase you will be guide to a survey
0;After clicking “next,” the system led all participants to the homepage of the website.;﻿after click next the system lead all participant to the homepage of the website
0;We designed the website such that there was only one obvious link on each page that would lead the user closer to goal attainment (finding the correct laptop bag).;﻿we design the website such that there be only one obvious link on each page that would lead the user closer to goal attainment find the correct laptop bag
0;On the first page (the home page), users had to click on the “shop laptop cases” link (the only link on the page relevant to finding laptop bags) in the left sidebar to advance to the second page.;﻿on the first page the home page user have to click on the shop laptop case link the only link on the page relevant to find laptop bag in the left sidebar to advance to the second page
0;On the second page, users had to click on the “J.;﻿on the second page user have to click on the j
0;Crew Abingdon Laptop Bag” that accompanied the picture shown earlier to advance to the next page.;﻿crew abingdon laptop bag that accompany the picture show earlier to advance to the next page
0;On the third page, users had to select their laptop’s “screen size” and click on “submit” to advance to the fourth page.;﻿on the third page user have to select their laptop screen size and click on submit to advance to the fourth page
0;On the fourth page, users could review the product and click “purchase.” After clicking on “purchase” the task was com- pleted and the participants were automatically redirected to a post-survey.;﻿on the fourth page user could review the product and click purchase after click on purchase the task be complete and the participant be automatically redirect to a post survey
0;Figure 4 shows the four webpages.;﻿figure show the four webpage
0;While participants interacted with the webpages, mouse cursor movements were recorded and stored in a database for analysis (see Study 1).;﻿while participant interact with the webpage mouse cursor movement be record and store in a database for analysis see study
0;Negative-emotion condition: We randomly assigned half of the participants to the negative-emotion condition.;﻿negative emotion condition we randomly assign half of the participant to the negative emotion condition
0;We mani- pulated download delay (that is, webpage loading speed) and error messages to induce negative emotion.;﻿we manipulate download delay that is webpage loading speed and error message to induce negative emotion
0;When participants clicked on a link to advance the page (from page 1 to 2, page 2 to 3, and page 3 to 4), the webpage stopped recording mouse cursor movements, dimmed the screen, disabled the links, and showed a sequence of three 8-second messages stating that the page was being loaded (see Figure 5).;﻿when participant click on a link to advance the page from page to page to and page to the webpage stop record mouse cursor movement dim the screen disable the link and show a sequence of three second message state that the page be be load see figure
0;After the manipu- lation, users re-clicked on the link, which acted as an anchor for the mouse cursor so that participants (regardless of the condition) would have approximately the same starting position on the next page.;﻿after the manipulation user re click on the link which act as an anchor for the mouse cursor so that participant regardless of the condition would have approximately the same starting position on the next page
0;Baseline condition: The other half of participants were randomly assigned to the baseline condition.;﻿baseline condition the other half of participant be randomly assign to the baseline condition
0;In this condi- tion, pages were loaded without delay.;﻿in this condition page be load without delay
0;The system recorded mouse cursor movements after loading each page.;﻿the system record mouse cursor movement after load each page
0;Hence, the scope of the mouse cursor movement analysis had the same beginning and ending points regardless of condition (and excluded the negative emotion manipulation that was unique to the negative-emotion condition).;﻿hence the scope of the mouse cursor movement analysis have the same beginning and end point regardless of condition and exclude the negative emotion manipulation that be unique to the negative emotion condition
0;A total of 126 students5 from a management school at a large U.S. university participated in the experiment (see Table 5).;﻿a total of students from a management school at a large us university participate in the experiment see table
0;As compensation, students earned .25 percent extra credit applied to a participating management course of their choice.;﻿as compensation student earn percent extra credit apply to a participate management course of their choice
0;Website Designed for Study 2 After clicking on the link to reach the next page, recording of mouse cursor movements stopped, the window was dimmed, all links were disabled, and this loading message was displayed.;﻿website design for study after click on the link to reach the next page recording of mouse cursor movement stop the window be dim all link be disabled and this loading message be display
0;After eight seconds of seeing the first message, this message was shown.;﻿after eight second of see the first message this message be show
0;Finally, after eight seconds of the second message, this prompt was shown.;﻿finally after eight second of the second message this prompt be show
0;The user then was required to click on the link again (to anchor the mouse in this position).;﻿the user then be require to click on the link again to anchor the mouse in this position
0;After clicking on the link the second time, the page progressed, and recording of mouse cursor movements resumed.;﻿after click on the link the second time the page progress and recording of mouse cursor movement resume
0;Sequence of Messages Displayed in the Negative-Emotion Condition The website collected and analyzed mouse cursor movements using the same embedded JavaScript library and process as described in Study 1.;﻿sequence of message display in the negative emotion condition the website collect and analyze mouse cursor movement use the same embed javascript library and process as describe in study
0;After clicking on the “purchase” link, the webpage redirected participants to an online survey.;﻿after click on the purchase link the webpage redirect participant to an online survey
0;In the survey, participants reported their emotion using the SAM scale.;﻿in the survey participant report their emotion use the sam scale
0;To answer research question 2, we created a model to infer whether participants were in the negative-emotion condition based on their mouse cursor movements.;﻿to answer research question we create a model to infer whether participant be in the negative emotion condition base on their mouse cursor movement
0;Prior to specifying the model, we performed manipulation checks comparing the means for pleasure and arousal between the conditions.;﻿prior to specify the model we perform manipulation check compare the mean for pleasure and arousal between the condition
0;Parti- cipants in the negative-emotion condition reported signifi- cantly more negative emotion (t(124) = 10.845, p < .001) and significantly higher arousal (t(124) = 5.440, p < .05) than participants in the baseline condition, a combination indi- cating that the manipulation resulted in the negative emotion of frustration (characterized by both low pleasure and high arousal).;﻿participant in the negative emotion condition report significantly more negative emotion t p and significantly higher arousal t p than participant in the baseline condition a combination indicate that the manipulation result in the negative emotion of frustration characterize by both low pleasure and high arousal
0;Thus, our manipulation appeared to be successful.;﻿thus our manipulation appear to be successful
0;Based on these results, we specified a simple logistic regres- sion model to infer whether participants were in the negative- emotion condition based on their average mouse cursor distance and speed.;﻿base on these result we specify a simple logistic regression model to infer whether participant be in the negative emotion condition base on their average mouse cursor distance and speed
0;The model is negative emotion treatment (binary) = a + ?;﻿the model be negative emotion treatment binary a
0;A cursor distance + ?;﻿a cursor distance
0;A cursor speed + g where i indexes the individuals.;﻿a cursor speed g where i index the individual
0;Table 6 presents summary statistics for distance, speed, and pleasure.;﻿table present summary statistic for distance speed and pleasure
0;The model results indicate a significantly positive coefficient for mouse cursor distance6 (?;﻿the model result indicate a significantly positive coefficient for mouse cursor distance
0;= .08, p < .001), consistent with H1 (indicating that greater distance is correlated with being in the negative-emotion condition).;﻿p consistent with h indicate that greater distance be correlate with be in the negative emotion condition
0;Further, consistent with H2, the coefficient of the average cursor speed7 was significantly negative (?;﻿further consistent with h the coefficient of the average cursor speed be significantly negative
0;= -7.84, p < .001) (indicating that slower speed is correlated with being in the negative-emotion condition).;﻿p indicate that slower speed be correlate with be in the negative emotion condition
0;We assessed the model using a 10-fold cross validation technique and achieved an overall accuracy rate of 81.7 percent.;﻿we assess the model use a fold cross validation technique and achieve an overall accuracy rate of percent
0;Thus, affirming RQ2, our results suggest that mouse cursor distance and speed can be used to infer the presence of negative emotion.;﻿thus affirm rq our result suggest that mouse cursor distance and speed can be use to infer the presence of negative emotion
0;The detailed accuracy rates are shown in Table 7.;﻿the detailed accuracy rate be show in table
0;In Study 3, we examined the efficacy of inferring the level of negative emotion (a continuous variable) as opposed to a dichotomous variable (as done in Study 2) to further answer RQ2.;﻿in study we examine the efficacy of infer the level of negative emotion a continuous variable as oppose to a dichotomous variable as do in study to further answer rq
0;Study 3 was an observational study, allowing parti- cipants’ emotion to vary naturally without direct manipulation while completing goal-directed tasks.;﻿study be an observational study allow participant emotion to vary naturally without direct manipulation while complete goal direct task
0;After each task, partici- pants self-reported their level of negative emotion.;﻿after each task participant self report their level of negative emotion
0;We then examined the efficacy of using participants’ mouse cursor distance and speed to infer their level of self-reported negative emotion.;﻿we then examine the efficacy of use participant mouse cursor distance and speed to infer their level of self report negative emotion
0;Participant Demographics of Study 2 Table 6.;﻿participant demographic of study table
0;Descriptive Statistics for Study 2 Distance (px) Speed (px/ms) Table 7.;﻿descriptive statistic for study distance px speed px ms table
0;Detailed Model Accuracy Results for Study 2 Task and Stimuli Materials We created five goal-directed tasks to be completed on one of two different websites (see Appendix B, Figures B1 and B2).;﻿detailed model accuracy result for study task and stimulus material we create five goal direct task to be complete on one of two different website see appendix b figure b and b
0;These tasks required participants to configure a laptop com- puter (at dell.com) or a car (at volkswagen.co.uk).;﻿these task require participant to configure a laptop computer at dellcom or a car at volkswagencouk
0;We chose to use product configuration systems for three primary reasons.;﻿we choose to use product configuration system for three primary reason
0;First, product configurators are widely used by organizations for selling complex products.;﻿first product configurator be widely use by organization for sell complex product
0;Second, product configurators require the use of the mouse when used on a desktop computer.;﻿second product configurator require the use of the mouse when use on a desktop computer
0;Third, product configuration typically involves multiple, sometimes complex, steps, and thus has the potential to elicit a range of emotional reactions depending on various factors, including participants’ experience with the product category or configuration system, goal commitment, and so on.;﻿third product configuration typically involve multiple sometimes complex step and thus have the potential to elicit a range of emotional reaction depend on various factor include participant experience with the product category or configuration system goal commitment and so on
0;We used configurators of two products to control for potential product-familiarity effects.;﻿we use configurator of two product to control for potential product familiarity effect
0;We pretested and fine-tuned the tasks using the think aloud method, and assessed participants’ emotions to verify adequate variation in emotion among people.;﻿we pretest and fine tune the task use the think aloud method and assess participant emotion to verify adequate variation in emotion among people
0;In addition, we ensured that the tasks were comparable in terms of length and difficulty.;﻿in addition we ensure that the task be comparable in term of length and difficulty
0;The tasks included selecting a product model, selecting different pro- duct attributes, and completing the configuration of the product (see Appendix C).;﻿the task include select a product model select different product attribute and complete the configuration of the product see appendix c
0;After collecting demographic information, we randomly assigned participants to either the Dell or the Volkswagen configuration website, and asked each participant to complete the five different tasks using the configurator (see Appendix C).8 During each task, we recorded each participant’s mouse cursor movements.;﻿after collect demographic information we randomly assign participant to either the dell or the volkswagen configuration website and ask each participant to complete the five different task use the configurator see appendix c during each task we record each participant mouse cursor movement
0;After each task, we asked participants to self-report their emotional state.;﻿after each task we ask participant to self report their emotional state
0;Given that emotion may be appraised differently if there is a time lag between experience and appraisal, we chose to assess emotional states immediately after each task.;﻿give that emotion may be appraise differently if there be a time lag between experience and appraisal we choose to assess emotional state immediately after each task
0;Further, measuring emotion after each task provided a within-subject design, allowing us to control for individual and task-related differences.;﻿further measure emotion after each task provide a within subject design allow us to control for individual and task relate difference
0;After completing the final survey, we debriefed all participants.;﻿after complete the final survey we debrief all participant
0;On average, each session lasted approxi- mately one hour.;﻿on average each session last approximately one hour
0;We recruited 80 participants from two universities in Germany and Hong Kong.;﻿we recruit participant from two university in germany and hong kong
0;Each participant received a modest honorarium of €5/HK$50 as compensation for their time.;﻿each participant receive a modest honorarium of hk as compensation for their time
0;As each participant completed five tasks, we collected 200 observations for each configurator (for 400 total obser- vations).;﻿as each participant complete five task we collect observation for each configurator for total observation
0;Table 8 presents the participants’ demographics.;﻿table present the participant demographic
0;We recorded participants’ mouse cursor movements using Mouse Recorder Pro (Version 2.0.6).;﻿we record participant mouse cursor movement use mouse recorder pro version
0;This mouse monitoring software ran in the background on a computer, allowing us to capture mouse cursor movements on a real third-party website for which we did not have access to the source code (as opposed to inserting the mouse movement JavaScript code as in the previous studies).;﻿this mouse monitor software run in the background on a computer allow us to capture mouse cursor movement on a real third party website for which we do not have access to the source code as oppose to insert the mouse movement javascript code as in the previous study
0;From this data, we calculated each participant’s mouse cursor distance and speed, analogous to the previous studies.;﻿from this datum we calculate each participant mouse cursor distance and speed analogous to the previous study
0;Immediately after participants com- pleted each task, we assessed emotional pleasure using the SAM scale as our dependent variable.;﻿immediately after participant complete each task we assess emotional pleasure use the sam scale as our dependent variable
0;We specified a linear fixed-effects regression model to estimate the relationship between mouse cursor distance/ speed and negative emotion using the SAM pleasure score.9 The fixed-effects model accounts for the repeated- measurement nature of the data by allowing each participant to have his/her own intercept in the model.;﻿we specify a linear fix effect regression model to estimate the relationship between mouse cursor distance speed and negative emotion use the sam pleasure score the fix effect model account for the repeat measurement nature of the datum by allow each participant to have his her own intercept in the model
0;As such, the model accounts for unobserved between-subject heterogeneity (for example, individual expertise, experience, and so forth) in addition to observed heterogeneity (for example, which configurator the parti- cipant interacted with).;﻿as such the model account for unobserved between subject heterogeneity for example individual expertise experience and so forth in addition to observed heterogeneity for example which configurator the participant interact with
0;The model is emotionsit = ?i + ?1 A cursor speedit + ?';﻿the model be emotionsit i a cursor speedit
0;A additional mouse variablesit + ?t + git where i indexes the individuals, t the task number, ?t repre- sents task-specific effects, and ?i refers to individual fixed effects.;﻿a additional mouse variablesit t git where i index the individual t the task number t represent task specific effect and i refer to individual fix effect
0;Table 9 presents summary statistics for distance, speed, and pleasure.;﻿table present summary statistic for distance speed and pleasure
0;The model results indicate a significantly positive coefficient for mouse cursor distance10 (?;﻿the model result indicate a significantly positive coefficient for mouse cursor distance
0;= .13, p < .001), consistent with H1 (indicating that greater distance is corre- lated with lower ratings of pleasure).;﻿p consistent with h indicate that greater distance be correlate with lower rating of pleasure
0;Further, consistent with H2, the coefficient of the average cursor speed11 was signifi- cantly negative (?;﻿further consistent with h the coefficient of the average cursor speed be significantly negative
0;= -10.30, p < .01) (indicating that slower speed is correlated with lower ratings of pleasure).;﻿p indicate that slower speed be correlate with lower rating of pleasure
0;As shown in Appendix D, Table D3, these results were highly robust with respect to alternative model specifications (that is, fixed effects versus random effects versus pooled regression models).;﻿as show in appendix d table d these result be highly robust with respect to alternative model specification that is fix effect versus random effect versus pool regression model
0;To address RQ2, we analyzed the efficacy of inferring the level of negative emotion using our model.;﻿to address rq we analyze the efficacy of infer the level of negative emotion use our model
0;We first split the data set into training and validation data by drawing 60 random participants, providing us with 300 (60 × 5 tasks) observations in the training data set.;﻿we first split the datum set into training and validation datum by draw random participant provide us with task observation in the training datum set
0;We used the remaining 100 observations as validation data to test the predictive power for unknown participants (Sample Definition 1).;﻿we use the remain observation as validation datum to test the predictive power for unknown participant sample definition
0;In addition, we implemented an alternative definition of these data sets by using data from all participants, but only the observations of Tasks 1, 2, and 3, providing us with 240 (80 × 3) observations in the training data set, whereas the 160 observations of Tasks 4 and 5 were validation data (Sample Definition 2).;﻿in addition we implement an alternative definition of these datum set by use datum from all participant but only the observation of task and provide us with observation in the training datum set whereas the observation of task and be validation datum sample definition
0;This sample definition reflects a situation where the model is applied to unknown tasks instead of unknown participants.;﻿this sample definition reflect a situation where the model be apply to unknown task instead of unknown participant
0;For both of these definitions, we esti- mated a model using cursor distance and cursor speed from the training data to infer negative emotion (that is, the values of SAM pleasure scale) on the validation data.;﻿for both of these definition we estimate a model use cursor distance and cursor speed from the training datum to infer negative emotion that is the value of sam pleasure scale on the validation datum
0;We evaluated the accuracy of these models with the out-of-sample R2 , which is defined as ?;﻿we evaluate the accuracy of these model with the out of sample r which be define as
0;?y y y yi i i i i Table 8.;﻿y y y yi i i i i table
0;Participant Demographics of Study 3 Table 9.;﻿participant demographic of study table
0;Descriptive Statistics for Study 3 Distance (px) Speed (px/ms) Table 10.;﻿descriptive statistic for study distance px speed px ms table
0;Out-of-Sample Analyses in Study 3 where y?IS is the average emotion in the training data, y^ i is the inferred emotion in the validation data, and yi is the assessed emotion of the validation data.;﻿out of sample analysis in study where yis be the average emotion in the training datum y i be the inferred emotion in the validation datum and yi be the assess emotion of the validation datum
0;The out-of-sample R2 mea- sures the reduction of the mean-square prediction error relative to the average emotion in the in-sample data.;﻿the out of sample r measure the reduction of the mean square prediction error relative to the average emotion in the in sample datum
0;If this statistic is greater than 0, the model performs better than the in-sample average, and a value of 1 corresponds to a perfect accuracy in inferring negative emotion.;﻿if this statistic be greater than the model perform better than the in sample average and a value of correspond to a perfect accuracy in infer negative emotion
0;Table 10 presents the results of the in-sample and out-of-sample R2.;﻿table present the result of the in sample and out of sample r
0;We found out- of-sample R2 values between .17 (unknown participants) and .05 (unknown tasks) depending on the definition of the training and validation data.;﻿we find out of sample r value between unknown participant and unknown task depend on the definition of the training and validation datum
0;These results show not only that information on cursor distance and speed can explain a relevant share of the variation of emotion in the training data set, but also that mouse cursor data can infer the level of negative emotion.;﻿these result show not only that information on cursor distance and speed can explain a relevant share of the variation of emotion in the training datum set but also that mouse cursor datum can infer the level of negative emotion
0;We introduced a ubiquitous noninvasive method to assess negative emotion: mouse cursor movements.;﻿we introduce a ubiquitous noninvasive method to assess negative emotion mouse cursor movement
0;The results of three studies support that negative emotion influences mouse cursor distance and speed (Study 1) and that these mouse characteristics can be used to infer the presence (Study 2) and level (Study 3) of negative emotion.;﻿the result of three study support that negative emotion influence mouse cursor distance and speed study and that these mouse characteristic can be use to infer the presence study and level study of negative emotion
0;The findings have impli- cations for several research disciplines, including studying the usability of systems in users’ natural environments with fine- grained temporal precision; designing affective computing systems capable of perceiving and responding to human emotion; and studying how to improve e-commerce inter- actions through adapting to users’ emotional states (for example, website morphing).;﻿the finding have implication for several research discipline include study the usability of system in user natural environment with fine grain temporal precision design affective computing system capable of perceive and respond to human emotion and study how to improve e commerce interaction through adapt to user emotional state for example website morph
0;Below, we further elaborate on the theoretical and practical implications.;﻿below we further elaborate on the theoretical and practical implication
0;Implications for Research We contribute to research by theoretically explaining and empirically validating how negative emotion influences mouse cursor movements in goal-directed tasks.;﻿implication for research we contribute to research by theoretically explain and empirically validate how negative emotion influence mouse cursor movement in goal direct task
0;First, we extend attentional control theory (ACT) to explain how negative emotion influences mouse cursor distance.;﻿first we extend attentional control theory act to explain how negative emotion influence mouse cursor distance
0;ACT explains that negative emotion decreases attentional control , which can cause users to distribute their attention more broadly, rather than primarily focusing on the task at hand.;﻿act explain that negative emotion decrease attentional control which can because user to distribute their attention more broadly rather than primarily focus on the task at hand
0;We extend ACT by explaining how this broader distribution of attention will result in deviations from one’s intended mouse cursor movement trajectory, resulting in increased distance as the cursor travels less directly to its intended destination.;﻿we extend act by explain how this broader distribution of attention will result in deviation from one intend mouse cursor movement trajectory result in increase distance as the cursor travel less directly to its intended destination
0;Second, we extend ACT by explaining how decreased atten- tional control will also influence mouse cursor speed.;﻿second we extend act by explain how decrease atten tional control will also influence mouse cursor speed
0;ACT explains that reduced attentional control decreases one’s available working memory and therefore slows reaction times .;﻿act explain that reduce attentional control decrease one available work memory and therefore slow reaction time
0;We extend ACT by explaining how slower reaction time will result in slower mouse cursor speed.;﻿we extend act by explain how slower reaction time will result in slower mouse cursor speed
0;Namely, users subconsciously compensate for slower reaction times by slowing movements to allow the brain more time to program needed movement adjustments.;﻿namely user subconsciously compensate for slower reaction time by slow movement to allow the brain more time to program need movement adjustment
0;These theoretical extensions have potential to extend and contribute to several research disciplines.;﻿these theoretical extension have potential to extend and contribute to several research discipline
0;Some studies, most exploratory in nature, have begun investigating the influence of emotion on mouse cursor movements.;﻿some study most exploratory in nature have begin investigate the influence of emotion on mouse cursor movement
0;We contribute to this research by theoretically explaining and deriving hypotheses of why negative emotion will influence mouse cursor distance and speed.;﻿we contribute to this research by theoretically explain and derive hypothesis of why negative emotion will influence mouse cursor distance and speed
0;Further, our research validates that negative emotions influence distance and speed in three different studies, with differing contexts and popula- tions.;﻿further our research validate that negative emotion influence distance and speed in three different study with differ context and population
0;Thus, our research contributes to the literature by sug- gesting that distance and speed are robust indicators of emotion in different scenarios.;﻿thus our research contribute to the literature by suggest that distance and speed be robust indicator of emotion in different scenario
0;Second, we respond to calls for utilizing psychophysiological tools that provide new methodological approaches for investi- gating the development and use of systems.;﻿second we respond to call for utilize psychophysiological tool that provide new methodological approach for investigate the development and use of system
0;Namely, our research provides a methodology to aid HCI and usability researchers in assessing negative emotional responses in users’ natural settings.;﻿namely our research provide a methodology to aid hci and usability researcher in assess negative emotional response in user natural setting
0;Mouse cursor data can be collected without any additional user action and even unbeknownst to users (via JavaScript embedded in websites).;﻿mouse cursor datum can be collect without any additional user action and even unbeknownst to user via javascript embed in website
0;Mouse cursor tracking, therefore, has potential to provide an unobtrusive indicator of emotion in users’ natural settings with fine-grained temporal precision.;﻿mouse cursor tracking therefore have potential to provide an unobtrusive indicator of emotion in user natural setting with fine grain temporal precision
0;Further, our research provides a validated method for multimethod research.;﻿further our research provide a validated method for multimethod research
0;Mouse cursor tracking is particularly appropriate for a con- current mixed-method research design—gathering qualitative and quantitative data during the same stage —as mouse cursor movements can be captured as people naturally interact with a computer without interfering with other research data collection activities.;﻿mouse cursor tracking be particularly appropriate for a concurrent mixed method research design gather qualitative and quantitative datum during the same stage as mouse cursor movement can be capture as people naturally interact with a computer without interfere with other research datum collection activity
